column,group,normalized_rank,top2_rate,top3_rate
sad_halfsum,Overall,0.34,0.1,0.22
sad_instruct,Overall,0.3,0.08,0.19
sad_klora,Overall,0.49,0.38,0.48
sad_style_instruct,Overall,0.46,0.17,0.37
sad_super_baseline,Overall,0.84,0.81,0.88
sad_theme_instruct,Overall,0.53,0.4,0.51
sad_halfsum,"(1-25) Style, Theme",0.48,0.24,0.52
sad_instruct,"(1-25) Style, Theme",0.16,0.04,0.12
sad_klora,"(1-25) Style, Theme",0.55,0.4,0.52
sad_style_instruct,"(1-25) Style, Theme",0.38,0.28,0.32
sad_super_baseline,"(1-25) Style, Theme",0.78,0.72,0.88
sad_theme_instruct,"(1-25) Style, Theme",0.63,0.44,0.6
sad_halfsum,"(26-50) not Style, Theme",0.22,0.0,0.04
sad_instruct,"(26-50) not Style, Theme",0.14,0.0,0.0
sad_klora,"(26-50) not Style, Theme",0.64,0.6,0.84
sad_style_instruct,"(26-50) not Style, Theme",0.34,0.0,0.08
sad_super_baseline,"(26-50) not Style, Theme",0.87,0.88,1.0
sad_theme_instruct,"(26-50) not Style, Theme",0.74,0.64,0.92
sad_halfsum,"(51-75) Style, not Theme",0.38,0.08,0.08
sad_instruct,"(51-75) Style, not Theme",0.46,0.16,0.2
sad_klora,"(51-75) Style, not Theme",0.4,0.12,0.12
sad_style_instruct,"(51-75) Style, not Theme",0.5,0.12,0.36
sad_super_baseline,"(51-75) Style, not Theme",0.86,0.76,0.76
sad_theme_instruct,"(51-75) Style, not Theme",0.38,0.08,0.08
sad_halfsum,"(76-100) not Style, not Theme",0.3,0.12,0.2
sad_instruct,"(76-100) not Style, not Theme",0.27,0.04,0.12
sad_klora,"(76-100) not Style, not Theme",0.5,0.4,0.52
sad_style_instruct,"(76-100) not Style, not Theme",0.5,0.16,0.44
sad_super_baseline,"(76-100) not Style, not Theme",0.88,0.88,0.92
sad_theme_instruct,"(76-100) not Style, not Theme",0.53,0.44,0.56
sad_halfsum,(101+) General,0.33,0.07,0.23
sad_instruct,(101+) General,0.4,0.11,0.39
sad_klora,(101+) General,0.43,0.36,0.43
sad_style_instruct,(101+) General,0.54,0.25,0.52
sad_super_baseline,(101+) General,0.83,0.82,0.84
sad_theme_instruct,(101+) General,0.43,0.39,0.43
sad_halfsum,(1-50) Theme,0.35,0.12,0.28
sad_instruct,(1-50) Theme,0.15,0.02,0.06
sad_klora,(1-50) Theme,0.6,0.5,0.68
sad_style_instruct,(1-50) Theme,0.36,0.14,0.2
sad_super_baseline,(1-50) Theme,0.83,0.8,0.94
sad_theme_instruct,(1-50) Theme,0.68,0.54,0.76
sad_halfsum,(51+) no Theme,0.34,0.09,0.18
sad_instruct,(51+) no Theme,0.38,0.11,0.27
sad_klora,(51+) no Theme,0.44,0.31,0.37
sad_style_instruct,(51+) no Theme,0.51,0.19,0.46
sad_super_baseline,(51+) no Theme,0.85,0.82,0.84
sad_theme_instruct,(51+) no Theme,0.44,0.32,0.37
sad_halfsum,"(76+) no Theme, no Style, General",0.32,0.09,0.22
sad_instruct,"(76+) no Theme, no Style, General",0.36,0.09,0.29
sad_klora,"(76+) no Theme, no Style, General",0.46,0.38,0.46
sad_style_instruct,"(76+) no Theme, no Style, General",0.52,0.22,0.49
sad_super_baseline,"(76+) no Theme, no Style, General",0.85,0.84,0.87
sad_theme_instruct,"(76+) no Theme, no Style, General",0.47,0.41,0.48
sad_halfsum,"(1-25, 51-75) Style",0.43,0.16,0.3
sad_instruct,"(1-25, 51-75) Style",0.31,0.1,0.16
sad_klora,"(1-25, 51-75) Style",0.48,0.26,0.32
sad_style_instruct,"(1-25, 51-75) Style",0.44,0.2,0.34
sad_super_baseline,"(1-25, 51-75) Style",0.82,0.74,0.82
sad_theme_instruct,"(1-25, 51-75) Style",0.51,0.26,0.34
sad_halfsum,"(26-50, 76-100) no Style",0.26,0.06,0.12
sad_instruct,"(26-50, 76-100) no Style",0.21,0.02,0.06
sad_klora,"(26-50, 76-100) no Style",0.57,0.5,0.68
sad_style_instruct,"(26-50, 76-100) no Style",0.42,0.08,0.26
sad_super_baseline,"(26-50, 76-100) no Style",0.88,0.88,0.96
sad_theme_instruct,"(26-50, 76-100) no Style",0.63,0.54,0.74
